2017 NAICS Code (NAICS),Meaning of NAICS Code (NAICS_LABEL),Meaning of Establishments located in Metropolitan or Micropolitan Statistical Area indicator (METRO_LABEL),Meaning of Employment size of establishments code (EMPSZES_LABEL),Year (YEAR),Number of firms (FIRM),Number of establishments (ESTAB),Number of employees (EMP),(DHS) denominator (DENOM),Number of establishments born during the last 12 months (ESTABS_ENTRY),Rate of establishments born during the last 12 months (ESTABS_ENTRY_RATE),Number of establishments exited during the last 12 months (ESTABS_EXIT),Rate of establishments exited during the last 12 months (ESTABS_EXIT_RATE),Number of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION),Number of jobs created from opening establishments during the last 12 months (JOB_CREATION_BIRTHS),Number of jobs created from expanding establishments during the last 12 months (JOB_CREATION_CONTINUERS),Rate of jobs created from opening establishments during the last 12 months (JOB_CREATION_RATE_BIRTHS),Rate of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION_RATE),Number of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION),Number of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_DEATHS),Number of jobs lost from contracting establishments during the last 12 months (JOB_DESTRUCTION_CONTINUERS),Rate of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_RATE_DEATHS),Rate of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION_RATE),Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION),Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION_RATE),Rate of reallocation during the last 12 months (REALLOCATION_RATE),Number of firms that exited during the last 12 months (FIRMDEATH_FIRMS),Number of establishments associated with firm deaths during the last 12 months (FIRMDEATH_ESTABS),Number of employees associated with firm deaths during the last 12 months (FIRMDEATH_EMP)
31-33,Manufacturing,Total,"Establishments with 1,000 employees or more",2019,485,940,"1,946,603","1,920,568",D,D,D,D,"116,626",D,"114,110",D,6.072,"63,869",D,"59,052",D,3.326,"52,757",2.747,6.651,0,0,0
31-33,Manufacturing,Total,"Establishments with 1,000 employees or more",2020,489,944,"1,947,535","1,952,330",D,D,D,D,"95,819",D,"90,348",D,4.908,"105,438",D,"95,872",D,5.401,"−9,619",−0.493,9.816,0,0,0
42,Wholesale trade,Total,All establishments,2011,"281,691","386,907","5,651,006","5,634,209","32,324",8.351,"32,670",8.44,"690,002","208,729","481,273",3.705,12.247,"655,531","228,039","427,492",4.047,11.635,"34,471",0.612,23.27,"21,479","22,117","107,074"
42,Wholesale trade,Total,All establishments,2012,"283,693","388,012","5,776,002","5,726,630","31,293",8.043,"33,400",8.585,"793,847","201,844","592,003",3.525,13.862,"693,000","224,767","468,233",3.925,12.101,"100,847",1.761,24.203,"19,395","20,051","102,915"
42,Wholesale trade,Total,All establishments,2013,"282,381","387,965","5,894,975","5,840,630","31,115",8.014,"31,674",8.158,"785,976","240,624","545,352",4.12,13.457,"676,255","226,276","449,979",3.874,11.578,"109,721",1.879,23.157,"20,127","20,631","107,872"
42,Wholesale trade,Total,All establishments,2014,"280,838","387,147","5,962,258","5,918,358","29,669",7.656,"30,451",7.858,"708,276","179,894","528,382",3.04,11.967,"619,555","219,838","399,717",3.715,10.468,"88,721",1.499,20.937,"19,368","19,882","101,134"
42,Wholesale trade,Total,All establishments,2015,"278,527","385,413","6,056,155","6,006,647","29,272",7.577,"31,072",8.043,"715,945","201,616","514,329",3.357,11.919,"614,010","221,615","392,395",3.689,10.222,"101,935",1.697,20.444,"19,853","20,349","103,046"
42,Wholesale trade,Total,All establishments,2016,"275,504","384,685","6,134,261","6,109,708","28,843",7.487,"29,925",7.768,"693,807","206,640","487,167",3.382,11.356,"643,655","214,458","429,197",3.51,10.535,"50,152",0.821,21.07,"20,100","20,711","108,658"
42,Wholesale trade,Total,All establishments,2017,"269,294","379,114","6,114,811","6,097,959","27,366",7.181,"31,318",8.218,"764,004","201,762","562,242",3.309,12.529,"729,828","261,607","468,221",4.29,11.968,"34,176",0.56,23.937,"19,936","20,576","115,035"
42,Wholesale trade,Total,All establishments,2018,"265,770","374,139","6,155,123","6,137,197","24,523",6.509,"29,740",7.894,"668,566","149,000","519,566",2.428,10.894,"631,519","205,931","425,588",3.355,10.29,"37,047",0.604,20.58,"19,605","20,344","112,460"
42,Wholesale trade,Total,All establishments,2019,"261,418","370,703","6,180,511","6,167,483","24,183",6.492,"27,814",7.466,"631,430","161,025","470,405",2.611,10.238,"604,951","200,090","404,861",3.244,9.809,"26,479",0.429,19.617,"20,218","20,749","111,281"
42,Wholesale trade,Total,All establishments,2020,"254,336","363,298","6,137,862","6,156,482","22,625",6.165,"29,984",8.171,"606,195","155,311","450,884",2.523,9.846,"646,041","228,419","417,622",3.71,10.494,"−39,846",−0.647,19.693,"21,829","22,583","111,396"
42,Wholesale trade,Total,Establishments with 1 to 4 employees,2011,"165,722","197,813","450,654","449,888","28,307",14.299,"28,609",14.452,"107,151","67,374","39,777",14.976,23.817,"105,222","65,762","39,460",14.617,23.389,"1,929",0.429,46.777,"19,427","19,851","45,227"
42,Wholesale trade,Total,Establishments with 1 to 4 employees,2012,"165,409","195,975","448,426","448,686","27,570",14.022,"28,848",14.672,"108,499","65,444","43,055",14.586,24.182,"108,893","68,840","40,053",15.343,24.269,−394,−0.088,48.363,"17,494","17,954","41,332"
42,Wholesale trade,Total,Establishments with 1 to 4 employees,2013,"164,693","194,920","444,730","444,779","27,042",13.855,"27,546",14.114,"103,584","64,765","38,819",14.561,23.289,"103,498","64,718","38,780",14.551,23.27,86,0.019,46.539,"18,115","18,411","42,296"
42,Wholesale trade,Total,Establishments with 1 to 4 employees,2014,"163,456","193,454","438,156","437,232","26,323",13.606,"26,341",13.616,"98,853","61,371","37,482",14.036,22.609,"97,228","60,743","36,485",13.893,22.237,"1,625",0.372,44.474,"17,538","17,847","39,943"
42,Wholesale trade,Total,Establishments with 1 to 4 employees,2015,"161,979","191,574","432,189","433,794","25,479",13.252,"26,869",13.975,"96,853","60,226","36,627",13.884,22.327,"100,006","62,939","37,067",14.509,23.054,"−3,153",−0.727,44.654,"17,913","18,182","41,501"
42,Wholesale trade,Total,Establishments with 1 to 4 employees,2016,"160,757","191,263","428,805","430,652","25,151",13.127,"25,831",13.482,"94,247","59,596","34,651",13.839,21.885,"98,609","59,956","38,653",13.922,22.898,"−4,362",−1.013,43.769,"18,044","18,365","41,906"
42,Wholesale trade,Total,Establishments with 1 to 4 employees,2017,"156,787","187,604","418,402","423,963","23,852",12.621,"26,630",14.09,"91,403","55,388","36,015",13.064,21.559,"102,217","63,628","38,589",15.008,24.11,"−10,814",−2.551,43.118,"17,874","18,217","41,504"
42,Wholesale trade,Total,Establishments with 1 to 4 employees,2018,"154,328","184,839","409,149","415,134","22,050",11.813,"25,690",13.763,"82,962","48,587","34,375",11.704,19.984,"95,106","59,349","35,757",14.296,22.91,"−12,144",−2.925,39.969,"17,621","17,987","40,692"
42,Wholesale trade,Total,Establishments with 1 to 4 employees,2019,"151,747","182,561","401,740","406,669","21,232",11.543,"23,971",13.033,"79,764","48,732","31,032",11.983,19.614,"89,865","56,016","33,849",13.774,22.098,"−10,101",−2.484,39.228,"18,060","18,359","41,735"
42,Wholesale trade,Total,Establishments with 1 to 4 employees,2020,"147,442","177,935","389,665","399,253","19,814",10.947,"25,955",14.339,"75,228","45,890","29,338",11.494,18.842,"94,458","59,491","34,967",14.901,23.659,"−19,230",−4.817,37.684,"19,703","20,178","44,980"
42,Wholesale trade,Total,Establishments with 5 to 9 employees,2011,"59,084","77,789","546,746","547,049","2,249",2.892,"2,213",2.846,"81,602","29,669","51,933",5.423,14.917,"82,101","29,573","52,528",5.406,15.008,−499,−0.091,29.834,"1,328","1,369","18,142"
42,Wholesale trade,Total,Establishments with 5 to 9 employees,2012,"59,857","78,358","553,380","553,056","1,912",2.433,"2,349",2.989,"85,053","25,669","59,384",4.641,15.379,"84,327","31,740","52,587",5.739,15.247,726,0.131,30.495,"1,127","1,155","15,235"
42,Wholesale trade,Total,Establishments with 5 to 9 employees,2013,"58,991","78,153","552,494","548,825","2,097",2.684,"2,070",2.649,"81,167","27,677","53,490",5.043,14.789,"73,952","27,808","46,144",5.067,13.475,"7,215",1.315,26.949,"1,164","1,207","15,968"
42,Wholesale trade,Total,Establishments with 5 to 9 employees,2014,"58,315","78,031","549,934","548,417","1,851",2.368,"2,093",2.678,"75,540","24,893","50,647",4.539,13.774,"72,546","28,070","44,476",5.118,13.228,"2,994",0.546,26.457,"1,115","1,153","15,235"
42,Wholesale trade,Total,Establishments with 5 to 9 employees,2015,"57,475","77,395","547,169","545,016","2,018",2.605,"2,138",2.76,"77,261","27,741","49,520",5.09,14.176,"72,831","28,966","43,865",5.315,13.363,"4,430",0.813,26.726,"1,137","1,197","16,042"
42,Wholesale trade,Total,Establishments with 5 to 9 employees,2016,"56,393","76,463","536,692","538,064","1,933",2.526,"2,071",2.706,"72,542","25,886","46,656",4.811,13.482,"74,937","28,054","46,883",5.214,13.927,"−2,395",−0.445,26.964,"1,233","1,296","17,467"
42,Wholesale trade,Total,Establishments with 5 to 9 employees,2017,"54,694","74,983","527,051","529,616","1,857",2.47,"2,259",3.005,"75,436","24,900","50,536",4.702,14.244,"80,878","30,566","50,312",5.771,15.271,"−5,442",−1.028,28.487,"1,181","1,236","16,594"
42,Wholesale trade,Total,Establishments with 5 to 9 employees,2018,"53,519","73,352","515,354","517,103","1,340",1.819,"1,978",2.685,"67,680","17,714","49,966",3.426,13.088,"70,872","26,752","44,120",5.173,13.706,"−3,192",−0.617,26.177,"1,184","1,263","16,876"
42,Wholesale trade,Total,Establishments with 5 to 9 employees,2019,"52,363","72,634","509,883","512,465","1,525",2.093,"2,015",2.765,"64,787","20,308","44,479",3.963,12.642,"69,807","26,981","42,826",5.265,13.622,"−5,020",−0.980,25.284,"1,283","1,330","17,687"
42,Wholesale trade,Total,Establishments with 5 to 9 employees,2020,"50,603","70,793","493,927","500,124","1,365",1.92,"1,978",2.782,"57,567","18,620","38,947",3.723,11.511,"70,075","26,833","43,242",5.365,14.012,"−12,508",−2.501,23.021,"1,285","1,337","18,041"
42,Wholesale trade,Total,Establishments with 10 to 19 employees,2011,"40,873","55,416","780,302","777,278",998,1.801,990,1.787,"95,272","27,290","67,982",3.511,12.257,"89,163","26,829","62,334",3.452,11.471,"6,109",0.786,22.942,537,547,"14,640"
42,Wholesale trade,Total,Establishments with 10 to 19 employees,2012,"41,134","56,218","799,551","794,121","1,013",1.798,"1,273",2.259,"111,383","27,640","83,743",3.481,14.026,"100,145","35,176","64,969",4.43,12.611,"11,238",1.415,25.222,581,591,"16,182"
42,Wholesale trade,Total,Establishments with 10 to 19 employees,2013,"41,007","56,181","795,851","790,777","1,104",1.965,"1,114",1.983,"101,755","29,097","72,658",3.68,12.868,"91,987","30,506","61,481",3.858,11.632,"9,768",1.235,23.265,600,620,"16,871"
42,Wholesale trade,Total,Establishments with 10 to 19 employees,2014,"40,839","56,229","794,903","792,013",886,1.572,"1,143",2.028,"93,200","24,118","69,082",3.045,11.767,"87,251","31,147","56,104",3.933,11.016,"5,949",0.751,22.033,542,563,"15,183"
42,Wholesale trade,Total,Establishments with 10 to 19 employees,2015,"40,737","56,279","798,422","793,603",989,1.755,"1,110",1.97,"95,685","27,391","68,294",3.451,12.057,"85,806","30,676","55,130",3.865,10.812,"9,879",1.245,21.624,595,608,"16,665"
42,Wholesale trade,Total,Establishments with 10 to 19 employees,2016,"40,032","55,968","787,672","789,114",893,1.592,"1,144",2.039,"87,825","24,333","63,492",3.084,11.13,"90,843","31,231","59,612",3.958,11.512,"−3,018",−0.382,22.259,612,656,"17,682"
42,Wholesale trade,Total,Establishments with 10 to 19 employees,2017,"39,230","55,660","786,696","787,512",879,1.573,"1,285",2.3,"99,741","23,750","75,991",3.016,12.665,"101,027","35,392","65,635",4.494,12.829,"−1,286",−0.163,25.331,658,688,"18,811"
42,Wholesale trade,Total,Establishments with 10 to 19 employees,2018,"38,638","54,912","774,765","776,769",614,1.112,"1,173",2.125,"85,800","16,500","69,300",2.124,11.046,"89,795","31,955","57,840",4.114,11.56,"−3,995",−0.514,22.092,630,682,"18,333"
42,Wholesale trade,Total,Establishments with 10 to 19 employees,2019,"37,701","54,113","765,338","765,129",809,1.492,"1,054",1.943,"82,545","22,101","60,444",2.889,10.788,"82,218","28,426","53,792",3.715,10.746,327,0.043,21.491,657,668,"17,925"
42,Wholesale trade,Total,Establishments with 10 to 19 employees,2020,"36,675","53,297","749,891","754,633",816,1.527,"1,101",2.06,"77,029","22,259","54,770",2.95,10.207,"86,559","30,400","56,159",4.028,11.47,"−9,530",−1.263,20.415,669,687,"18,710"
42,Wholesale trade,Total,Establishments with 1 to 19 employees,2011,"254,286","331,018","1,777,702","1,774,214","31,554",9.529,"31,812",9.607,"284,229","124,333","159,896",7.008,16.02,"276,696","122,164","154,532",6.886,15.595,"7,533",0.425,31.191,"21,169","21,767","78,009"
42,Wholesale trade,Total,Establishments with 1 to 19 employees,2012,"255,244","330,551","1,801,357","1,795,862","30,495",9.198,"32,470",9.794,"305,131","118,753","186,378",6.613,16.991,"293,588","135,756","157,832",7.559,16.348,"11,543",0.643,32.696,"19,085","19,700","72,749"
42,Wholesale trade,Total,Establishments with 1 to 19 employees,2013,"253,634","329,254","1,793,075","1,784,380","30,243",9.179,"30,730",9.326,"286,620","121,539","165,081",6.811,16.063,"269,562","123,032","146,530",6.895,15.107,"17,058",0.956,30.214,"19,775","20,238","75,135"
42,Wholesale trade,Total,Establishments with 1 to 19 employees,2014,"251,759","327,714","1,782,993","1,777,661","29,060",8.86,"29,577",9.018,"267,717","110,382","157,335",6.209,15.06,"257,155","119,960","137,195",6.748,14.466,"10,562",0.594,28.932,"19,082","19,563","70,361"
42,Wholesale trade,Total,Establishments with 1 to 19 employees,2015,"249,400","325,248","1,777,780","1,772,412","28,486",8.736,"30,117",9.237,"269,890","115,358","154,532",6.509,15.227,"258,752","122,581","136,171",6.916,14.599,"11,138",0.628,29.198,"19,544","19,987","74,208"
42,Wholesale trade,Total,Establishments with 1 to 19 employees,2016,"246,400","323,694","1,753,169","1,757,830","27,977",8.629,"29,046",8.958,"254,699","109,815","144,884",6.247,14.489,"264,480","119,241","145,239",6.783,15.046,"−9,781",−0.556,28.979,"19,772","20,317","77,055"
42,Wholesale trade,Total,Establishments with 1 to 19 employees,2017,"240,365","318,247","1,732,149","1,741,091","26,588",8.308,"30,174",9.428,"266,647","104,038","162,609",5.975,15.315,"284,207","129,586","154,621",7.443,16.324,"−17,560",−1.009,30.63,"19,556","20,141","76,909"
42,Wholesale trade,Total,Establishments with 1 to 19 employees,2018,"236,612","313,103","1,699,268","1,709,006","24,004",7.608,"28,841",9.141,"236,518","82,801","153,717",4.845,13.84,"255,869","118,056","137,813",6.908,14.972,"−19,351",−1.132,27.679,"19,268","19,932","75,901"
42,Wholesale trade,Total,Establishments with 1 to 19 employees,2019,"232,285","309,308","1,676,961","1,684,262","23,566",7.576,"27,040",8.693,"227,148","91,141","136,007",5.411,13.487,"241,961","111,423","130,538",6.616,14.366,"−14,813",−0.879,26.973,"19,865","20,357","77,347"
42,Wholesale trade,Total,Establishments with 1 to 19 employees,2020,"225,510","302,025","1,633,483","1,654,009","21,995",7.199,"29,034",9.502,"209,867","86,769","123,098",5.246,12.688,"251,158","116,724","134,434",7.057,15.185,"−41,291",−2.496,25.377,"21,509","22,202","81,731"
42,Wholesale trade,Total,Establishments with 20 to 99 employees,2011,"32,991","48,408","1,943,143","1,930,527",708,1.462,762,1.573,"216,899","53,749","163,150",2.784,11.235,"191,950","57,817","134,133",2.995,9.943,"24,949",1.292,19.886,327,330,"22,995"
42,Wholesale trade,Total,Establishments with 20 to 99 employees,2012,"33,982","49,848","2,009,423","1,988,823",738,1.479,855,1.713,"254,219","53,958","200,261",2.713,12.782,"212,181","64,490","147,691",3.243,10.669,"42,038",2.114,21.337,322,329,"22,833"
42,Wholesale trade,Total,Establishments with 20 to 99 employees,2013,"34,363","50,834","2,053,415","2,034,558",730,1.434,849,1.668,"242,941","56,880","186,061",2.796,11.941,"204,862","65,412","139,450",3.215,10.069,"38,079",1.872,20.138,362,372,"26,176"
42,Wholesale trade,Total,Establishments with 20 to 99 employees,2014,"34,417","51,211","2,067,474","2,049,393",550,1.072,786,1.531,"216,284","41,556","174,728",2.028,10.554,"179,631","57,919","121,712",2.826,8.765,"36,653",1.788,17.53,292,295,"21,355"
42,Wholesale trade,Total,Establishments with 20 to 99 employees,2015,"34,422","51,727","2,102,703","2,085,294",695,1.341,867,1.673,"228,386","52,583","175,803",2.522,10.952,"192,272","69,445","122,827",3.33,9.22,"36,114",1.732,18.441,334,347,"24,235"
42,Wholesale trade,Total,Establishments with 20 to 99 employees,2016,"34,322","52,236","2,116,957","2,105,670",764,1.462,804,1.539,"221,691","59,950","161,741",2.847,10.528,"199,207","60,778","138,429",2.886,9.461,"22,484",1.068,18.921,348,374,"26,249"
42,Wholesale trade,Total,Establishments with 20 to 99 employees,2017,"33,865","52,003","2,111,545","2,102,628",681,1.306,993,1.904,"251,988","53,491","198,497",2.544,11.984,"234,513","76,105","158,408",3.62,11.153,"17,475",0.831,22.307,393,408,"29,262"
42,Wholesale trade,Total,Establishments with 20 to 99 employees,2018,"33,696","51,908","2,103,156","2,097,116",441,0.846,823,1.58,"214,296","35,060","179,236",1.672,10.219,"201,331","62,716","138,615",2.991,9.6,"12,965",0.618,19.201,367,390,"28,868"
42,Wholesale trade,Total,Establishments with 20 to 99 employees,2019,"33,360","52,019","2,115,998","2,100,661",552,1.06,691,1.327,"202,267","41,629","160,638",1.982,9.629,"171,058","52,026","119,032",2.477,8.143,"31,209",1.486,16.286,370,374,"25,821"
42,Wholesale trade,Total,Establishments with 20 to 99 employees,2020,"32,807","51,871","2,103,960","2,107,863",578,1.111,843,1.621,"190,740","45,104","145,636",2.14,9.049,"199,836","64,756","135,080",3.072,9.481,"−9,096",−0.432,18.098,350,366,"25,117"
42,Wholesale trade,Total,Establishments with 100 to 499 employees,2011,"4,189","6,915","1,309,746","1,311,754",58,0.837,87,1.256,"131,144","20,004","111,140",1.525,9.998,"135,192","33,946","101,246",2.588,10.306,"−4,048",−0.309,19.995,20,20,"6,070"
42,Wholesale trade,Total,Establishments with 100 to 499 employees,2012,"4,279","7,033","1,330,998","1,324,302",56,0.795,75,1.065,"152,980","19,899","133,081",1.503,11.552,"138,426","24,521","113,905",1.852,10.453,"14,554",1.099,20.906,22,22,"7,333"
42,Wholesale trade,Total,Establishments with 100 to 499 employees,2013,"4,472","7,278","1,411,628","1,378,056",139,1.916,89,1.227,"192,042","55,990","136,052",4.063,13.936,"124,806","27,932","96,874",2.027,9.057,"67,236",4.879,18.113,21,21,"6,561"
42,Wholesale trade,Total,Establishments with 100 to 499 employees,2014,"4,662","7,559","1,444,960","1,427,572",56,0.74,83,1.096,"150,413","21,227","129,186",1.487,10.536,"115,260","27,897","87,363",1.954,8.074,"35,153",2.462,16.148,21,23,"7,710"
42,Wholesale trade,Total,Establishments with 100 to 499 employees,2015,"4,805","7,760","1,487,219","1,465,230",89,1.147,87,1.121,"157,243","31,414","125,829",2.144,10.732,"112,239","28,427","83,812",1.94,7.66,"45,004",3.071,15.32,15,15,"4,603"
42,Wholesale trade,Total,Establishments with 100 to 499 employees,2016,"4,897","8,025","1,528,145","1,511,540",98,1.223,71,0.886,"154,125","32,152","121,973",2.127,10.197,"120,386","23,354","97,032",1.545,7.964,"33,739",2.232,15.929,20,20,"5,354"
42,Wholesale trade,Total,Establishments with 100 to 499 employees,2017,"4,899","8,147","1,570,625","1,557,962",89,1.089,147,1.798,"183,394","31,493","151,901",2.021,11.771,"158,553","50,652","107,901",3.251,10.177,"24,841",1.594,20.354,26,27,"8,864"
42,Wholesale trade,Total,Establishments with 100 to 499 employees,2018,"5,054","8,366","1,614,384","1,596,443",73,0.872,75,0.896,"162,989","24,161","138,828",1.513,10.21,"127,193","24,188","103,005",1.515,7.967,"35,796",2.242,15.935,21,21,"6,720"
42,Wholesale trade,Total,Establishments with 100 to 499 employees,2019,"5,228","8,592","1,654,744","1,642,731",61,0.709,78,0.907,"147,811","21,477","126,334",1.307,8.998,"122,972","25,568","97,404",1.556,7.486,"24,839",1.512,14.972,17,17,"5,748"
42,Wholesale trade,Total,Establishments with 100 to 499 employees,2020,"5,282","8,620","1,657,040","1,660,237",47,0.544,102,1.18,"143,869","14,626","129,243",0.881,8.666,"151,422","38,259","113,163",2.304,9.121,"−7,553",−0.455,17.331,15,15,"4,548"
42,Wholesale trade,Total,Establishments with 20 to 499 employees,2011,"35,727","55,323","3,252,889","3,242,281",766,1.384,849,1.533,"348,064","73,753","274,311",2.275,10.735,"327,136","91,763","235,373",2.83,10.09,"20,928",0.645,20.179,347,350,"29,065"
42,Wholesale trade,Total,Establishments with 20 to 499 employees,2012,"36,756","56,881","3,340,421","3,313,125",794,1.394,930,1.633,"407,225","73,857","333,368",2.229,12.291,"350,612","89,011","261,601",2.687,10.583,"56,613",1.709,21.165,344,351,"30,166"
42,Wholesale trade,Total,Establishments with 20 to 499 employees,2013,"37,234","58,112","3,465,043","3,412,614",869,1.495,938,1.613,"434,961","112,870","322,091",3.307,12.746,"329,680","93,344","236,336",2.735,9.661,"105,281",3.085,19.321,382,393,"32,737"
42,Wholesale trade,Total,Establishments with 20 to 499 employees,2014,"37,443","58,770","3,512,434","3,476,965",606,1.029,869,1.475,"366,697","62,783","303,914",1.806,10.546,"294,898","85,816","209,082",2.468,8.481,"71,799",2.065,16.963,311,318,"29,065"
